EpaRegion	UsState	County	Year	Risk	Governance	BuiltEnvironment	NaturalEnvironment	Society	Crsi
7	Kansas	Rawlins	2017	0.129	0.636	0.211	0.273	0.672	1.460
7	Kansas	Reno	2017	0.246	0.579	0.466	0.375	0.679	4.384
7	Kansas	Republic	2017	0.182	0.633	0.290	0.327	0.705	3.265
7	Kansas	Rice	2017	0.168	0.623	0.326	0.388	0.585	3.542
7	Kansas	Riley	2017	0.225	0.572	0.437	0.417	0.508	3.381
7	Kansas	Rooks	2017	0.232	0.646	0.283	0.346	0.705	2.742
7	Kansas	Rush	2017	0.204	0.547	0.351	0.325	0.679	3.030
7	Kansas	Russell	2017	0.136	0.593	0.272	0.337	0.564	1.864
7	Kansas	Saline	2017	0.172	0.592	0.449	0.458	0.670	7.154
7	Kansas	Scott	2017	0.144	0.521	0.269	0.332	0.761	3.819
7	Kansas	Sedgwick	2017	0.795	0.565	0.714	0.372	0.559	1.865
7	Kansas	Seward	2017	0.241	0.519	0.373	0.262	0.509	0.645
7	Kansas	Shawnee	2017	0.358	0.548	0.447	0.382	0.610	2.451
7	Kansas	Sheridan	2017	0.188	0.599	0.274	0.259	0.710	1.916
7	Kansas	Sherman	2017	0.178	0.540	0.277	0.336	0.720	2.926
7	Kansas	Smith	2017	0.257	0.620	0.221	0.337	0.689	1.520
7	Kansas	Stafford	2017	0.205	0.643	0.227	0.279	0.604	0.592
7	Kansas	Stanton	2017	0.097	0.621	0.253	0.358	0.500	1.600
7	Kansas	Stevens	2017	0.106	0.531	0.268	0.267	0.498	-1.122
7	Kansas	Sumner	2017	0.193	0.611	0.467	0.404	0.650	5.850
7	Kansas	Thomas	2017	0.166	0.562	0.389	0.342	0.760	5.608
7	Kansas	Trego	2017	0.289	0.596	0.257	0.367	0.791	2.550
7	Kansas	Wabaunsee	2017	0.107	0.684	0.418	0.361	0.828	12.296
7	Kansas	Wallace	2017	0.175	0.646	0.224	0.282	0.519	-0.262
7	Kansas	Washington	2017	0.096	0.668	0.310	0.379	0.805	10.545
7	Kansas	Wichita	2017	0.092	0.586	0.230	0.344	0.664	3.825
7	Kansas	Wilson	2017	0.135	0.591	0.283	0.414	0.735	5.972
7	Kansas	Woodson	2017	0.214	0.592	0.135	0.358	0.581	-0.129
7	Kansas	Wyandotte	2017	0.653	0.543	0.294	0.262	0.454	-0.211
7	Missouri	Adair	2017	0.113	0.561	0.404	0.466	0.488	6.553
7	Missouri	Andrew	2017	0.116	0.619	0.379	0.435	0.551	6.779
7	Missouri	Atchison	2017	0.089	0.679	0.326	0.401	0.585	7.685
7	Missouri	Audrain	2017	0.108	0.555	0.456	0.422	0.623	9.528
7	Missouri	Barry	2017	0.208	0.428	0.466	0.366	0.489	2.558
7	Missouri	Barton	2017	0.246	0.541	0.350	0.414	0.545	2.289
7	Missouri	Bates	2017	0.161	0.596	0.407	0.483	0.478	5.011
7	Missouri	Benton	2017	0.147	0.505	0.440	0.494	0.517	6.171
7	Missouri	Bollinger	2017	0.179	0.513	0.327	0.336	0.467	0.715
7	Missouri	Boone	2017	0.360	0.554	0.596	0.387	0.501	2.994
7	Missouri	Buchanan	2017	0.199	0.554	0.362	0.426	0.530	3.054
7	Missouri	Butler	2017	0.248	0.400	0.441	0.401	0.511	2.278
7	Missouri	Caldwell	2017	0.081	0.686	0.333	0.428	0.554	8.815
7	Missouri	Callaway	2017	0.137	0.538	0.574	0.351	0.552	7.415
7	Missouri	Camden	2017	0.206	0.503	0.533	0.282	0.584	3.707
7	Missouri	Cape Girardeau	2017	0.338	0.419	0.540	0.358	0.664	3.087
7	Missouri	Carroll	2017	0.104	0.624	0.333	0.365	0.579	5.240
7	Missouri	Carter	2017	0.379	0.426	0.329	0.489	0.367	0.595
7	Missouri	Cass	2017	0.297	0.591	0.600	0.348	0.598	4.101
7	Missouri	Cedar	2017	0.296	0.447	0.306	0.469	0.629	2.200
7	Missouri	Chariton	2017	0.105	0.619	0.329	0.395	0.571	5.618
7	Missouri	Christian	2017	0.339	0.474	0.483	0.381	0.609	2.633
7	Missouri	Clark	2017	0.178	0.619	0.287	0.432	0.341	0.651
7	Missouri	Clay	2017	0.752	0.566	0.490	0.355	0.543	1.078
7	Missouri	Clinton	2017	0.104	0.614	0.387	0.412	0.649	8.960
7	Missouri	Cole	2017	0.249	0.518	0.483	0.373	0.694	4.357
7	Missouri	Cooper	2017	0.107	0.620	0.395	0.403	0.583	7.539
7	Missouri	Crawford	2017	0.136	0.505	0.395	0.409	0.589	5.323
7	Missouri	Dade	2017	0.151	0.539	0.240	0.424	0.427	0.399
7	Missouri	Dallas	2017	0.159	0.448	0.357	0.368	0.447	1.148
7	Missouri	Daviess	2017	0.119	0.663	0.343	0.425	0.540	5.762
7	Missouri	DeKalb	2017	0.108	0.655	0.381	0.458	0.496	7.120
7	Missouri	Dent	2017	0.103	0.467	0.293	0.422	0.575	4.025
7	Missouri	Douglas	2017	0.154	0.377	0.323	0.427	0.377	0.186
7	Missouri	Dunklin	2017	0.177	0.470	0.382	0.423	0.423	2.028
7	Missouri	Franklin	2017	0.388	0.532	0.601	0.354	0.590	2.990
7	Missouri	Gasconade	2017	0.109	0.522	0.310	0.345	0.621	3.808
7	Missouri	Gentry	2017	0.215	0.649	0.229	0.396	0.651	2.373
7	Missouri	Greene	2017	0.674	0.437	0.541	0.285	0.518	0.887
7	Missouri	Grundy	2017	0.111	0.600	0.297	0.382	0.663	5.704
7	Missouri	Harrison	2017	0.102	0.656	0.305	0.377	0.574	5.145
7	Missouri	Henry	2017	0.128	0.583	0.419	0.524	0.586	8.881
7	Missouri	Hickory	2017	0.113	0.495	0.335	0.437	0.367	1.616
7	Missouri	Holt	2017	0.100	0.700	0.292	0.416	0.688	8.507
7	Missouri	Howard	2017	0.105	0.583	0.282	0.379	0.580	3.856
7	Missouri	Howell	2017	0.161	0.426	0.432	0.403	0.611	4.763
7	Missouri	Iron	2017	0.287	0.502	0.314	0.461	0.448	1.220
7	Missouri	Jackson	2017	0.709	0.557	0.723	0.309	0.491	1.704
7	Missouri	Jasper	2017	0.658	0.481	0.614	0.362	0.460	1.381
7	Missouri	Jefferson	2017	0.590	0.540	0.609	0.333	0.564	1.848
7	Missouri	Johnson	2017	0.148	0.584	0.572	0.385	0.524	7.313
7	Missouri	Knox	2017	0.148	0.607	0.240	0.368	0.378	-0.715
7	Missouri	Laclede	2017	0.170	0.488	0.410	0.333	0.474	1.950
7	Missouri	Lafayette	2017	0.112	0.582	0.466	0.360	0.711	9.844
7	Missouri	Lawrence	2017	0.259	0.470	0.406	0.380	0.591	2.497
7	Missouri	Lewis	2017	0.187	0.610	0.323	0.398	0.548	2.813
7	Missouri	Lincoln	2017	0.240	0.588	0.535	0.388	0.539	4.282
7	Missouri	Linn	2017	0.106	0.614	0.370	0.408	0.534	6.158
7	Missouri	Livingston	2017	0.104	0.548	0.319	0.357	0.636	5.016
7	Missouri	Macon	2017	0.112	0.616	0.466	0.450	0.666	11.365
7	Missouri	Madison	2017	0.198	0.513	0.330	0.399	0.492	1.722
7	Missouri	Maries	2017	0.134	0.481	0.357	0.317	0.467	0.958
7	Missouri	Marion	2017	0.152	0.548	0.395	0.396	0.578	4.665
7	Missouri	McDonald	2017	0.163	0.474	0.387	0.264	0.447	0.205
7	Missouri	Mercer	2017	0.087	0.629	0.177	0.367	0.498	-0.227
7	Missouri	Miller	2017	0.121	0.508	0.480	0.297	0.545	4.858
7	Missouri	Mississippi	2017	0.329	0.462	0.310	0.384	0.347	-0.261
7	Missouri	Moniteau	2017	0.109	0.572	0.366	0.372	0.658	6.919
7	Missouri	Monroe	2017	0.123	0.606	0.325	0.448	0.622	6.467
7	Missouri	Montgomery	2017	0.105	0.557	0.380	0.396	0.573	6.351
7	Missouri	Morgan	2017	0.125	0.507	0.455	0.354	0.485	4.327
7	Missouri	New Madrid	2017	0.325	0.512	0.418	0.362	0.393	0.890
7	Missouri	Newton	2017	0.318	0.480	0.526	0.326	0.542	2.350
7	Missouri	Nodaway	2017	0.099	0.599	0.509	0.429	0.601	12.014
7	Missouri	Oregon	2017	0.178	0.442	0.271	0.465	0.451	1.092
7	Missouri	Osage	2017	0.094	0.529	0.407	0.322	0.790	10.220
7	Missouri	Ozark	2017	0.187	0.419	0.332	0.399	0.570	2.167
7	Missouri	Pemiscot	2017	0.235	0.519	0.310	0.397	0.396	0.410
7	Missouri	Perry	2017	0.191	0.437	0.333	0.338	0.752	3.308
7	Missouri	Pettis	2017	0.160	0.551	0.444	0.418	0.530	5.011
7	Missouri	Phelps	2017	0.136	0.474	0.502	0.364	0.510	5.221
7	Missouri	Pike	2017	0.138	0.566	0.402	0.433	0.538	5.517
7	Missouri	Platte	2017	0.384	0.591	0.495	0.357	0.523	2.121
7	Missouri	Polk	2017	0.160	0.500	0.404	0.417	0.548	4.246
7	Missouri	Pulaski	2017	0.293	0.498	0.481	0.378	0.388	1.605
7	Missouri	Putnam	2017	0.079	0.580	0.275	0.351	0.399	-0.509
7	Missouri	Ralls	2017	0.127	0.591	0.388	0.418	0.608	6.668
7	Missouri	Randolph	2017	0.112	0.564	0.414	0.375	0.640	7.567
7	Missouri	Ray	2017	0.100	0.618	0.380	0.421	0.563	7.720
7	Missouri	Reynolds	2017	0.150	0.422	0.323	0.453	0.574	3.497
7	Missouri	Ripley	2017	0.141	0.402	0.263	0.467	0.385	0.059
7	Missouri	Saline	2017	0.108	0.594	0.364	0.370	0.536	4.890
7	Missouri	Schuyler	2017	0.071	0.652	0.282	0.353	0.391	0.583
7	Missouri	Scotland	2017	0.164	0.606	0.211	0.400	0.357	-0.895
7	Missouri	Scott	2017	0.274	0.505	0.431	0.347	0.557	2.192
7	Missouri	Shannon	2017	0.152	0.424	0.339	0.486	0.317	0.958
7	Missouri	Shelby	2017	0.080	0.635	0.348	0.412	0.581	8.971
7	Missouri	St. Charles	2017	0.796	0.568	0.558	0.333	0.602	1.326
7	Missouri	St. Clair	2017	0.126	0.550	0.296	0.533	0.471	4.523
7	Missouri	St. Francois	2017	0.271	0.483	0.446	0.388	0.493	2.187
7	Missouri	St. Louis City	2017	0.597	0.509	0.254	0.010	0.374	-1.763
7	Missouri	St. Louis County	2017	0.853	0.522	0.620	0.152	0.530	0.689
7	Missouri	Ste. Genevieve	2017	0.120	0.472	0.397	0.350	0.632	5.275
7	Missouri	Stoddard	2017	0.169	0.511	0.452	0.370	0.446	2.968
7	Missouri	Stone	2017	0.179	0.424	0.477	0.431	0.587	5.081
7	Missouri	Sullivan	2017	0.082	0.645	0.331	0.400	0.463	5.134
7	Missouri	Taney	2017	0.298	0.390	0.569	0.468	0.413	2.909
7	Missouri	Texas	2017	0.099	0.461	0.441	0.402	0.536	6.833
7	Missouri	Vernon	2017	0.103	0.537	0.424	0.477	0.587	9.643
7	Missouri	Warren	2017	0.179	0.555	0.460	0.355	0.491	3.454
7	Missouri	Washington	2017	0.151	0.487	0.369	0.479	0.514	4.356
7	Missouri	Wayne	2017	0.237	0.447	0.344	0.463	0.450	1.622
7	Missouri	Webster	2017	0.151	0.504	0.498	0.283	0.574	4.340
7	Missouri	Worth	2017	0.107	0.646	0.248	0.398	0.417	0.967
7	Missouri	Wright	2017	0.117	0.455	0.367	0.413	0.500	3.673
7	Nebraska	Adams	2017	0.289	0.571	0.361	0.436	0.620	2.851
7	Nebraska	Antelope	2017	0.079	0.662	0.283	0.308	0.753	8.240
7	Nebraska	Arthur	2017	0.186	0.727	0.119	0.234	0.535	-1.774
7	Nebraska	Banner	2017	0.153	0.684	0.171	0.224	0.236	-5.517
7	Nebraska	Blaine	2017	0.353	0.678	0.153	0.312	0.477	-0.595
7	Nebraska	Boone	2017	0.077	0.646	0.306	0.299	0.681	6.937
7	Nebraska	Box Butte	2017	0.118	0.571	0.318	0.314	0.636	3.726
7	Nebraska	Boyd	2017	0.407	0.686	0.191	0.270	0.586	0.021
7	Nebraska	Brown	2017	0.272	0.566	0.196	0.323	0.818	1.805
7	Nebraska	Buffalo	2017	0.282	0.601	0.510	0.344	0.736	4.432
7	Nebraska	Burt	2017	0.082	0.666	0.252	0.376	0.659	6.738
7	Nebraska	Butler	2017	0.124	0.646	0.355	0.435	0.723	8.739
7	Nebraska	Cass	2017	0.130	0.674	0.498	0.342	0.588	7.694
7	Nebraska	Cedar	2017	0.257	0.656	0.395	0.374	0.737	4.186
7	Nebraska	Chase	2017	0.232	0.615	0.326	0.345	0.473	1.130
7	Nebraska	Cherry	2017	0.264	0.595	0.367	0.339	0.627	2.427
7	Nebraska	Cheyenne	2017	0.116	0.632	0.367	0.311	0.678	6.046
7	Nebraska	Clay	2017	0.416	0.694	0.313	0.523	0.614	2.448
7	Nebraska	Colfax	2017	0.087	0.620	0.313	0.380	0.467	3.515
7	Nebraska	Cuming	2017	0.096	0.608	0.332	0.387	0.719	8.894
7	Nebraska	Custer	2017	0.234	0.658	0.471	0.234	0.724	3.895
7	Nebraska	Dakota	2017	0.137	0.608	0.352	0.416	0.446	3.260
7	Nebraska	Dawes	2017	0.150	0.551	0.251	0.306	0.681	2.066
7	Nebraska	Dawson	2017	0.218	0.593	0.395	0.255	0.641	2.448
7	Nebraska	Deuel	2017	0.130	0.691	0.278	0.347	0.449	1.273
7	Nebraska	Dixon	2017	0.124	0.726	0.336	0.359	0.531	4.407
7	Nebraska	Dodge	2017	0.143	0.584	0.431	0.416	0.623	6.822
7	Nebraska	Douglas	2017	0.810	0.589	0.589	0.155	0.555	0.777
7	Nebraska	Dundy	2017	0.121	0.607	0.275	0.307	0.502	0.672
7	Nebraska	Fillmore	2017	0.388	0.659	0.322	0.433	0.800	2.972
7	Nebraska	Franklin	2017	0.268	0.672	0.191	0.279	0.538	-0.287
7	Nebraska	Frontier	2017	0.254	0.708	0.233	0.347	0.558	1.095
7	Nebraska	Furnas	2017	0.319	0.644	0.394	0.353	0.640	2.568
7	Nebraska	Gage	2017	0.264	0.605	0.392	0.303	0.689	2.842
7	Nebraska	Garden	2017	0.294	0.610	0.234	0.285	0.521	-0.148
7	Nebraska	Garfield	2017	0.196	0.586	0.234	0.266	0.531	-0.473
7	Nebraska	Gosper	2017	0.311	0.646	0.280	0.333	0.642	1.516
7	Nebraska	Grant	2017	0.235	0.695	0.154	0.283	0.533	-0.643
7	Nebraska	Greeley	2017	0.329	0.676	0.257	0.281	0.601	0.701
7	Nebraska	Hall	2017	0.295	0.576	0.439	0.325	0.691	3.054
7	Nebraska	Hamilton	2017	0.246	0.659	0.379	0.503	0.747	5.592
7	Nebraska	Harlan	2017	0.279	0.648	0.239	0.395	0.532	1.070
7	Nebraska	Hayes	2017	0.196	0.652	0.121	0.279	0.284	-3.992
7	Nebraska	Hitchcock	2017	0.185	0.643	0.241	0.282	0.400	-1.267
7	Nebraska	Holt	2017	0.274	0.629	0.388	0.278	0.889	4.000
7	Nebraska	Hooker	2017	0.242	0.618	0.214	0.319	0.415	-0.868
7	Nebraska	Howard	2017	0.181	0.667	0.256	0.334	0.571	1.607
7	Nebraska	Jefferson	2017	0.289	0.625	0.293	0.365	0.681	2.216
7	Nebraska	Johnson	2017	0.116	0.656	0.298	0.312	0.673	4.683
7	Nebraska	Kearney	2017	0.300	0.626	0.323	0.443	0.708	3.224
7	Nebraska	Keith	2017	0.164	0.584	0.375	0.269	0.686	3.619
7	Nebraska	Keya Paha	2017	0.288	0.673	0.179	0.294	0.372	-1.371
7	Nebraska	Kimball	2017	0.219	0.595	0.136	0.304	0.509	-1.353
7	Nebraska	Knox	2017	0.230	0.657	0.418	0.419	0.673	4.881
7	Nebraska	Lancaster	2017	0.594	0.575	0.636	0.419	0.631	2.594
7	Nebraska	Lincoln	2017	0.198	0.594	0.551	0.289	0.663	5.431
7	Nebraska	Logan	2017	0.318	0.786	0.194	0.190	0.551	-0.464
7	Nebraska	Loup	2017	0.258	0.710	0.177	0.233	0.433	-1.529
7	Nebraska	Madison	2017	0.114	0.589	0.382	0.361	0.763	8.720
7	Nebraska	McPherson	2017	0.279	0.660	0.149	0.233	0.483	-1.519
7	Nebraska	Merrick	2017	0.172	0.630	0.285	0.367	0.679	3.639
7	Nebraska	Morrill	2017	0.115	0.635	0.370	0.243	0.502	1.785
7	Nebraska	Nance	2017	0.152	0.636	0.293	0.328	0.595	2.568
7	Nebraska	Nemaha	2017	0.081	0.612	0.226	0.357	0.569	2.557
7	Nebraska	Nuckolls	2017	0.213	0.607	0.199	0.370	0.630	1.330
7	Nebraska	Otoe	2017	0.255	0.631	0.391	0.384	0.795	4.614
7	Nebraska	Pawnee	2017	0.058	0.639	0.266	0.331	0.567	4.747
7	Nebraska	Perkins	2017	0.128	0.640	0.330	0.340	0.763	6.685
7	Nebraska	Phelps	2017	0.155	0.610	0.262	0.432	0.725	5.135
7	Nebraska	Pierce	2017	0.053	0.672	0.299	0.388	0.826	19.883
7	Nebraska	Platte	2017	0.145	0.592	0.431	0.359	0.736	7.360
7	Nebraska	Polk	2017	0.238	0.676	0.317	0.407	0.690	3.685
7	Nebraska	Red Willow	2017	0.104	0.546	0.313	0.305	0.677	4.416
7	Nebraska	Richardson	2017	0.074	0.590	0.310	0.408	0.719	11.161
7	Nebraska	Rock	2017	0.183	0.676	0.242	0.308	0.520	0.539
7	Nebraska	Saline	2017	0.272	0.608	0.346	0.392	0.598	2.465
7	Nebraska	Sarpy	2017	0.509	0.619	0.353	0.363	0.595	1.218
7	Nebraska	Saunders	2017	0.140	0.658	0.453	0.423	0.708	9.277
7	Nebraska	Scotts Bluff	2017	0.392	0.601	0.470	0.309	0.716	2.602
7	Nebraska	Seward	2017	0.160	0.645	0.417	0.408	0.772	7.970
7	Nebraska	Sheridan	2017	0.319	0.615	0.279	0.247	0.595	0.417
7	Nebraska	Sherman	2017	0.283	0.650	0.240	0.297	0.611	0.777
7	Nebraska	Sioux	2017	0.139	0.626	0.185	0.335	0.334	-2.873
7	Nebraska	Stanton	2017	0.192	0.648	0.370	0.352	0.651	4.061
7	Nebraska	Thayer	2017	0.411	0.690	0.338	0.370	0.750	2.371
7	Nebraska	Thomas	2017	0.293	0.712	0.216	0.349	0.559	0.833
7	Nebraska	Thurston	2017	0.147	0.729	0.377	0.805	0.217	7.758
7	Nebraska	Valley	2017	0.289	0.629	0.279	0.266	0.803	2.090
7	Nebraska	Washington	2017	0.215	0.619	0.398	0.374	0.800	5.450
7	Nebraska	Wayne	2017	0.175	0.598	0.329	0.403	0.590	3.575
7	Nebraska	Webster	2017	0.286	0.673	0.207	0.302	0.498	-0.184
7	Nebraska	Wheeler	2017	0.233	0.675	0.165	0.173	0.429	-2.643
7	Nebraska	York	2017	0.227	0.618	0.353	0.436	0.854	5.774
8	Colorado	Adams	2017	0.592	0.544	0.606	0.205	0.520	1.157
8	Colorado	Alamosa	2017	0.121	0.536	0.389	0.347	0.601	5.036
8	Colorado	Arapahoe	2017	0.591	0.540	0.436	0.179	0.508	0.235
8	Colorado	Archuleta	2017	0.117	0.538	0.440	0.500	0.580	9.206
8	Colorado	Baca	2017	0.128	0.606	0.188	0.357	0.472	-0.696
8	Colorado	Bent	2017	0.203	0.533	0.164	0.363	0.402	-1.722
8	Colorado	Boulder	2017	0.556	0.539	0.645	0.436	0.539	2.497
8	Colorado	Broomfield	2017	0.702	0.550	0.227	0.246	0.524	-0.300
8	Colorado	Chaffee	2017	0.091	0.499	0.472	0.504	0.744	15.955
8	Colorado	Cheyenne	2017	0.106	0.639	0.294	0.265	0.497	0.482
8	Colorado	Clear Creek	2017	0.202	0.567	0.499	0.438	0.619	5.911
8	Colorado	Conejos	2017	0.082	0.575	0.339	0.385	0.410	2.807
8	Colorado	Costilla	2017	0.122	0.504	0.328	0.224	0.206	-5.452
8	Colorado	Crowley	2017	0.125	0.604	0.150	0.307	0.167	-7.285
8	Colorado	Custer	2017	0.179	0.486	0.388	0.418	0.573	3.745
8	Colorado	Delta	2017	0.121	0.509	0.542	0.517	0.562	10.965
8	Colorado	Denver	2017	0.551	0.540	0.403	0.068	0.487	-0.474
8	Colorado	Dolores	2017	0.097	0.503	0.222	0.577	0.438	3.845
8	Colorado	Douglas	2017	0.467	0.566	0.565	0.411	0.588	2.649
8	Colorado	Eagle	2017	0.124	0.548	0.627	0.543	0.650	14.752
8	Colorado	El Paso	2017	0.490	0.533	0.875	0.318	0.500	3.325
8	Colorado	Elbert	2017	0.132	0.621	0.579	0.269	0.657	8.441
8	Colorado	Fremont	2017	0.155	0.518	0.498	0.418	0.527	5.879
8	Colorado	Garfield	2017	0.131	0.545	0.707	0.454	0.688	14.497
8	Colorado	Gilpin	2017	0.274	0.547	0.387	0.388	0.528	2.079
8	Colorado	Grand	2017	0.139	0.560	0.612	0.419	0.779	12.624
8	Colorado	Gunnison	2017	0.102	0.520	0.515	0.484	0.786	15.997
8	Colorado	Hinsdale	2017	0.092	0.598	0.273	0.509	0.428	4.562
8	Colorado	Huerfano	2017	0.168	0.517	0.352	0.351	0.455	1.252
8	Colorado	Jackson	2017	0.148	0.556	0.257	0.375	0.369	-0.750
8	Colorado	Jefferson	2017	0.553	0.535	0.647	0.379	0.625	2.568
8	Colorado	Kiowa	2017	0.168	0.662	0.276	0.312	0.449	0.276
8	Colorado	Kit Carson	2017	0.125	0.567	0.382	0.290	0.709	5.528
8	Colorado	La Plata	2017	0.151	0.556	0.642	0.526	0.705	12.897
8	Colorado	Lake	2017	0.101	0.485	0.179	0.535	0.585	4.230
8	Colorado	Larimer	2017	0.380	0.537	0.856	0.388	0.591	5.092
8	Colorado	Las Animas	2017	0.154	0.544	0.402	0.324	0.588	3.673
8	Colorado	Lincoln	2017	0.133	0.616	0.416	0.391	0.485	4.811
8	Colorado	Logan	2017	0.154	0.545	0.541	0.275	0.569	5.050
8	Colorado	Mesa	2017	0.169	0.513	0.729	0.582	0.615	12.394
8	Colorado	Mineral	2017	0.119	0.583	0.294	0.546	0.335	3.085
8	Colorado	Moffat	2017	0.125	0.556	0.406	0.460	0.612	7.784
8	Colorado	Montezuma	2017	0.134	0.499	0.488	0.506	0.550	8.366
8	Colorado	Montrose	2017	0.163	0.508	0.605	0.524	0.636	10.204
8	Colorado	Morgan	2017	0.234	0.536	0.474	0.230	0.541	1.824
8	Colorado	Otero	2017	0.133	0.530	0.373	0.468	0.506	5.035
8	Colorado	Ouray	2017	0.073	0.565	0.411	0.442	0.681	14.861
8	Colorado	Park	2017	0.171	0.543	0.511	0.436	0.708	7.997
8	Colorado	Phillips	2017	0.130	0.604	0.293	0.307	0.528	1.364
8	Colorado	Pitkin	2017	0.076	0.513	0.498	0.485	0.604	16.108
8	Colorado	Prowers	2017	0.229	0.542	0.308	0.306	0.582	1.130
8	Colorado	Pueblo	2017	0.199	0.503	0.631	0.337	0.516	5.171
8	Colorado	Rio Blanco	2017	0.127	0.525	0.323	0.495	0.530	5.060
8	Colorado	Rio Grande	2017	0.313	0.549	0.404	0.353	0.542	1.787
8	Colorado	Routt	2017	0.124	0.545	0.663	0.435	0.771	15.286
8	Colorado	Saguache	2017	0.109	0.531	0.415	0.419	0.461	5.254
8	Colorado	San Juan	2017	0.079	0.594	0.296	0.647	0.387	9.349
8	Colorado	San Miguel	2017	0.093	0.583	0.475	0.517	0.668	15.411
8	Colorado	Sedgwick	2017	0.126	0.641	0.249	0.316	0.478	0.152
8	Colorado	Summit	2017	0.126	0.557	0.561	0.453	0.764	13.243
8	Colorado	Teller	2017	0.168	0.546	0.505	0.452	0.650	7.637
8	Colorado	Washington	2017	0.264	0.615	0.334	0.313	0.545	1.309
8	Colorado	Weld	2017	0.302	0.556	0.971	0.305	0.523	6.360
8	Colorado	Yuma	2017	0.162	0.522	0.447	0.312	0.649	4.653
8	Montana	Beaverhead	2017	0.083	0.557	0.412	0.450	0.798	16.037
8	Montana	Big Horn	2017	0.213	0.542	0.351	0.583	0.439	3.621
8	Montana	Blaine	2017	0.132	0.572	0.380	0.450	0.539	5.696
8	Montana	Broadwater	2017	0.091	0.552	0.323	0.451	0.626	8.275
8	Montana	Carbon	2017	0.135	0.571	0.482	0.448	0.831	11.762
8	Montana	Carter	2017	0.128	0.606	0.247	0.337	0.488	0.390
8	Montana	Cascade	2017	0.120	0.528	0.648	0.391	0.602	11.664
8	Montana	Chouteau	2017	0.140	0.605	0.399	0.343	0.809	7.866
8	Montana	Custer	2017	0.132	0.525	0.383	0.311	0.820	6.985
8	Montana	Daniels	2017	0.056	0.575	0.292	0.443	0.790	17.873
8	Montana	Dawson	2017	0.130	0.537	0.352	0.296	0.741	5.078
8	Montana	Deer Lodge	2017	0.080	0.505	0.233	0.541	0.516	5.822
8	Montana	Fallon	2017	0.083	0.564	0.311	0.274	0.729	6.005
8	Montana	Fergus	2017	0.129	0.543	0.407	0.307	0.767	6.857
8	Montana	Flathead	2017	0.114	0.536	0.827	0.545	0.697	21.584
8	Montana	Gallatin	2017	0.354	0.542	0.657	0.469	0.776	5.571
8	Montana	Garfield	2017	0.375	0.621	0.271	0.327	0.540	0.556
8	Montana	Glacier	2017	0.113	0.484	0.335	0.494	0.420	3.684
8	Montana	Golden Valley	2017	0.084	0.669	0.216	0.281	0.249	-6.829
8	Montana	Granite	2017	0.060	0.540	0.321	0.476	0.560	11.108
8	Montana	Hill	2017	0.114	0.522	0.330	0.288	0.683	3.961
8	Montana	Jefferson	2017	0.093	0.582	0.523	0.387	0.756	15.229
8	Montana	Judith Basin	2017	0.129	0.656	0.240	0.388	0.565	2.786
8	Montana	Lake	2017	0.116	0.550	0.481	0.515	0.590	10.841
8	Montana	Lewis and Clark	2017	0.133	0.532	0.591	0.458	0.725	12.489
8	Montana	Liberty	2017	0.073	0.545	0.271	0.299	0.503	-0.115
8	Montana	Lincoln	2017	0.078	0.511	0.507	0.525	0.645	18.224
8	Montana	Madison	2017	0.126	0.545	0.485	0.525	0.690	11.825
8	Montana	McCone	2017	0.215	0.560	0.310	0.351	0.833	4.111
8	Montana	Meagher	2017	0.101	0.595	0.289	0.432	0.390	1.903
8	Montana	Mineral	2017	0.108	0.560	0.297	0.654	0.589	10.318
8	Montana	Missoula	2017	0.114	0.536	0.616	0.442	0.642	13.437
8	Montana	Musselshell	2017	0.136	0.531	0.224	0.299	0.586	0.119
8	Montana	Park	2017	0.151	0.531	0.420	0.375	0.756	7.015
8	Montana	Petroleum	2017	0.311	0.658	0.177	0.437	0.354	-0.322
8	Montana	Phillips	2017	0.190	0.524	0.369	0.516	0.735	6.438
8	Montana	Pondera	2017	0.098	0.610	0.319	0.409	0.576	6.063
8	Montana	Powder River	2017	0.123	0.567	0.270	0.332	0.622	2.660
8	Montana	Powell	2017	0.086	0.556	0.276	0.468	0.622	7.727
8	Montana	Prairie	2017	0.206	0.541	0.206	0.363	0.510	-0.077
8	Montana	Ravalli	2017	0.074	0.531	0.488	0.493	0.600	16.423
8	Montana	Richland	2017	0.106	0.537	0.383	0.331	0.600	5.180
8	Montana	Roosevelt	2017	0.153	0.565	0.455	0.595	0.514	8.194
8	Montana	Rosebud	2017	0.163	0.562	0.500	0.308	0.558	4.588
8	Montana	Sanders	2017	0.103	0.567	0.542	0.473	0.691	14.805
8	Montana	Sheridan	2017	0.121	0.588	0.290	0.323	0.867	7.094
8	Montana	Silver Bow	2017	0.079	0.493	0.348	0.401	0.682	9.441
8	Montana	Stillwater	2017	0.154	0.606	0.419	0.337	0.634	5.162
8	Montana	Sweet Grass	2017	0.125	0.620	0.315	0.330	0.723	5.505
8	Montana	Teton	2017	0.106	0.629	0.386	0.432	0.865	13.429
8	Montana	Toole	2017	0.048	0.526	0.299	0.263	0.773	10.149
8	Montana	Treasure	2017	0.093	0.666	0.232	0.267	0.405	-2.839
8	Montana	Valley	2017	0.266	0.552	0.450	0.407	0.912	5.799
8	Montana	Wheatland	2017	0.109	0.528	0.268	0.308	0.574	1.148
